Word	FREQcount	CDcount	Spellcheck
disquete	113	32	TRUE
disquetes	13	11	TRUE
disraeli	8	3	FALSE
diss	13	9	FALSE
dissabor	5	3	TRUE
dissabores	11	10	TRUE
disse	112706	11304	TRUE
dissea	4	4	FALSE
disseca	5	5	TRUE
dissecada	9	7	TRUE
dissecado	13	13	TRUE
dissecamos	6	6	TRUE
dissecando	11	11	TRUE
dissecar	38	35	TRUE
dissecaãão	3	3	FALSE
dissecação	42	29	TRUE
dissecações	8	5	TRUE
dissecou	7	7	TRUE
dissecála	5	4	FALSE
dissecálo	7	7	FALSE
dissecção	7	5	TRUE
dissee	6	6	FALSE
disseeu	7	6	FALSE
disseihe	32	28	FALSE
disseihes	10	9	FALSE
disselhe	728	513	FALSE
disselhes	133	119	FALSE
dissem	6	6	FALSE
dissemas	3	3	FALSE
disseme	950	683	FALSE
dissemedisse	3	3	FALSE
dissemina	3	3	TRUE
disseminada	8	7	TRUE
disseminadas	5	5	TRUE
disseminado	12	11	TRUE
disseminador	3	3	TRUE
disseminam	7	6	TRUE
disseminando	4	4	TRUE
disseminar	30	22	TRUE
disseminaram	5	5	TRUE
disseminaria	4	4	TRUE
disseminaãão	3	3	FALSE
disseminação	23	18	TRUE
disseminou	3	3	TRUE
dissemos	845	699	TRUE
dissemoslhe	9	9	FALSE
dissenos	68	65	FALSE
dissensão	4	4	TRUE
dissenão	5	5	FALSE
disseo	42	37	FALSE
disseque	3	3	TRUE
dissequei	11	9	TRUE
disser	2954	2268	TRUE
dissera	35	35	TRUE
disseram	7079	4269	TRUE
disseramihe	6	6	FALSE
disseramlhe	46	44	FALSE
disseramlhes	4	4	FALSE
disseramme	481	427	FALSE
disseramnos	64	61	FALSE
disseramse	3	3	FALSE
disseramte	12	12	FALSE
disserem	178	165	TRUE
disseres	33	32	TRUE
dissermos	115	109	TRUE
dissertação	43	29	TRUE
disses	10	10	FALSE
dissese	13	13	FALSE
dissesse	1348	1144	TRUE
dissessem	91	86	TRUE
dissessemos	3	3	FALSE
dissesses	19	17	TRUE
disseste	1011	493	TRUE
dissestelhe	13	12	FALSE
dissestelhes	3	3	FALSE
dissesteme	39	35	FALSE
dissesteo	4	4	FALSE
dissestes	57	34	TRUE
dissete	329	247	FALSE
dissevocê	3	3	FALSE
dissevos	20	18	FALSE
disseé	3	3	FALSE
dissidente	27	23	TRUE
dissidentes	46	34	TRUE
dissidência	22	19	TRUE
dissimula	7	7	TRUE
dissimulada	13	13	TRUE
dissimuladamente	4	4	TRUE
dissimuladas	4	4	TRUE
dissimulado	30	30	TRUE
dissimulados	5	5	TRUE
dissimulando	4	4	TRUE
dissimular	23	20	TRUE
dissimularia	3	3	TRUE
dissimulação	23	21	TRUE
dissipa	14	14	TRUE
dissipada	5	5	TRUE
dissipado	12	11	TRUE
dissipam	11	10	TRUE
dissipando	12	12	TRUE
dissipar	45	45	TRUE
dissiparam	4	4	TRUE
dissiparia	3	3	TRUE
dissiparse	4	4	FALSE
dissipará	7	7	TRUE
dissipação	9	9	TRUE
dissipe	8	8	TRUE
dissipem	3	3	TRUE
dissipou	22	22	TRUE
dissipouse	3	3	FALSE
disso	43732	10235	TRUE
dissociada	5	5	TRUE
dissociar	3	3	TRUE
dissociativa	7	6	TRUE
dissociativo	6	5	TRUE
dissociação	14	11	TRUE
dissoeu	3	3	FALSE
dissoluta	7	7	TRUE
dissoluto	5	3	TRUE
dissolução	60	42	TRUE
dissolva	10	10	TRUE
dissolve	36	31	TRUE
dissolvem	16	16	TRUE
dissolvendo	19	18	TRUE
dissolvendose	4	4	FALSE
dissolvente	5	5	TRUE
dissolver	111	85	TRUE
dissolveram	8	7	TRUE
dissolverem	3	3	TRUE
dissolveria	3	3	TRUE
dissolverá	7	6	TRUE
dissolvese	3	3	FALSE
dissolveu	17	17	TRUE
dissolveuse	7	5	FALSE
dissolvi	3	3	TRUE
dissolvida	37	31	TRUE
dissolvidas	6	5	TRUE
dissolvido	35	34	TRUE
dissolvidos	9	9	TRUE
dissonante	5	4	TRUE
dissonantes	4	4	TRUE
dissonância	5	5	TRUE
dissse	4	4	FALSE
dissuada	4	4	TRUE
dissuadida	3	3	TRUE
dissuadido	5	5	TRUE
dissuadila	8	8	FALSE
dissuadilo	22	22	FALSE
dissuadilos	5	5	FALSE
dissuadir	26	26	TRUE
dissuadílos	3	3	FALSE
dissuasão	6	5	TRUE
dissémos	4	4	FALSE
disséssemos	25	24	TRUE
distal	4	4	TRUE
distanasia	4	4	TRUE
distancia	162	131	TRUE
distanciado	7	6	TRUE
distanciados	5	5	TRUE
distanciam	10	10	TRUE
distanciamento	20	19	TRUE
distanciamos	11	10	TRUE
distanciamse	3	3	FALSE
distanciando	31	31	TRUE
distanciandose	5	5	FALSE
distanciar	53	49	TRUE
distanciarem	5	5	TRUE
distanciarmos	3	3	TRUE
distanciarse	7	7	FALSE
distanciava	3	3	TRUE
distanciavam	3	3	TRUE
distancie	6	6	TRUE
distanciei	11	11	TRUE
distanciou	11	11	TRUE
distant	16	8	FALSE
distante	1510	1172	TRUE
distantes	431	351	TRUE
distanásia	30	29	TRUE
diste	5	5	TRUE
distefano	3	3	FALSE
distender	4	4	TRUE
distendeu	9	8	TRUE
distendi	10	10	TRUE
distendido	3	3	TRUE
distensão	17	16	TRUE
distinga	6	6	TRUE
distingo	19	18	TRUE
distingue	91	86	TRUE
distinguem	29	27	TRUE
distinguia	8	8	TRUE
distinguida	6	6	TRUE
distinguido	13	12	TRUE
distinguidos	6	5	TRUE
distinguila	3	3	FALSE
distinguilas	5	5	FALSE
distinguilos	14	10	FALSE
distinguimos	3	3	TRUE
distinguir	324	296	TRUE
distinguiria	3	3	TRUE
distinguisse	5	5	TRUE
distinguiu	10	10	TRUE
distingüir	6	5	FALSE
distinta	169	152	TRUE
distintamente	27	27	TRUE
distintas	183	150	TRUE
distintivas	3	3	TRUE
distintivo	538	321	TRUE
distintivos	65	46	TRUE
distinto	262	220	TRUE
distintos	187	170	TRUE
distinãão	6	5	FALSE
distinção	217	182	TRUE
distinções	33	27	TRUE
disto	6784	3311	TRUE
distorce	31	30	TRUE
distorcem	14	14	TRUE
distorcemos	3	3	TRUE
distorcendo	25	25	TRUE
distorcer	60	57	TRUE
distorceram	7	6	TRUE
distorcerá	3	3	TRUE
distorceu	22	21	TRUE
distorci	3	3	TRUE
distorcida	92	76	TRUE
distorcidas	28	27	TRUE
distorcido	64	55	TRUE
distorcidos	22	21	TRUE
distorcêlas	3	3	FALSE
distorãão	8	7	FALSE
distorça	8	8	TRUE
distorção	56	45	TRUE
distorções	33	29	TRUE
distracção	19	14	FALSE
distracções	3	3	FALSE
distraem	13	13	TRUE
distrai	103	98	TRUE
distraia	99	95	TRUE
distraiam	17	17	TRUE
distraiao	11	10	FALSE
distraiaos	6	6	FALSE
distraias	9	8	TRUE
distraiase	3	3	FALSE
distraidamente	5	5	TRUE
distrailo	6	6	FALSE
distrailos	7	5	FALSE
distraime	6	6	FALSE
distraindo	71	66	TRUE
distraio	30	29	TRUE
distrair	326	303	TRUE
distrairei	9	8	TRUE
distrairia	6	6	TRUE
distrairme	4	4	FALSE
distrairse	6	6	FALSE
distrairá	8	8	TRUE
distraiu	41	39	TRUE
distraãdo	5	4	FALSE
distraãlo	5	5	FALSE
distraãão	14	11	FALSE
distração	350	309	TRUE
distrações	106	98	TRUE
distraí	40	39	TRUE
distraía	7	7	TRUE
distraída	105	97	TRUE
distraídas	10	10	TRUE
distraído	222	199	TRUE
distraídos	29	28	TRUE
distraíios	3	3	FALSE
distraíla	17	17	FALSE
distraílo	71	63	FALSE
distraílos	64	54	FALSE
distraíme	5	4	FALSE
distraímos	6	6	TRUE
distraíram	4	4	TRUE
distraírem	6	6	TRUE
distraísse	10	9	TRUE
distribua	70	66	TRUE
distribuam	13	12	TRUE
distribuamse	3	3	FALSE
distribuaos	4	4	FALSE
distribuem	30	30	TRUE
distribui	67	63	TRUE
distribuidas	4	4	FALSE
distribuido	7	7	FALSE
distribuidor	93	79	TRUE
distribuidora	20	16	TRUE
distribuidoras	4	4	TRUE
distribuidores	51	43	TRUE
distribuidos	3	3	FALSE
distribuilos	4	4	FALSE
distribuimos	3	3	FALSE
distribuindo	122	114	TRUE
distribuir	246	222	TRUE
distribuiram	3	3	FALSE
distribuiremos	7	7	TRUE
distribuiria	3	3	TRUE
distribuirá	4	4	TRUE
distribuiu	37	37	TRUE
distribuiãão	18	5	FALSE
distribuição	316	244	TRUE
distribuo	14	14	TRUE
distribuãda	6	4	FALSE
distribuãdo	5	5	FALSE
distribuãdos	4	4	FALSE
distribuí	8	7	TRUE
distribuía	21	21	TRUE
distribuíam	4	4	TRUE
distribuída	34	29	TRUE
distribuídas	33	33	TRUE
distribuído	53	53	TRUE
distribuídos	38	36	TRUE
distribuíla	3	3	FALSE
distribuílas	5	5	FALSE
distribuílo	7	6	FALSE
distribuílos	6	6	FALSE
distribuímos	15	15	TRUE
distribuíram	14	12	TRUE
distribuísse	5	5	TRUE
district	24	15	FALSE
distritais	6	5	TRUE
distrital	76	56	TRUE
distrito	910	535	TRUE
distritos	85	69	TRUE
distrofia	10	7	TRUE
disturbed	6	6	FALSE
disturbio	5	5	FALSE
disturbios	10	10	FALSE
distância	3263	2141	TRUE
distâncias	166	136	TRUE
distãncia	86	63	FALSE
distãncias	3	3	FALSE
distúrbio	211	164	TRUE
distúrbios	170	143	TRUE
dita	242	222	TRUE
ditada	13	12	TRUE
ditadas	9	8	TRUE
ditado	450	384	TRUE
ditador	231	143	TRUE
ditadora	7	6	TRUE
ditadores	66	55	TRUE
ditados	37	31	TRUE
ditadura	241	123	TRUE
ditaduras	20	18	TRUE
ditam	23	22	TRUE
ditames	4	4	TRUE
ditando	33	26	TRUE
ditar	99	95	TRUE
ditaram	3	3	TRUE
ditarei	4	4	TRUE
ditará	7	7	TRUE
ditas	141	118	TRUE
ditatoriais	7	7	TRUE
ditatorial	9	7	TRUE
ditava	7	6	TRUE
dite	26	19	TRUE
ditei	6	6	TRUE
ditem	4	4	TRUE
dito	5130	3441	TRUE
ditos	32	31	TRUE
ditoso	6	5	TRUE
ditou	20	20	TRUE
dittmer	3	3	FALSE
ditto	14	7	FALSE
diu	15	13	TRUE
diurna	26	24	TRUE
diurnas	4	4	TRUE
diurno	34	29	TRUE
diurnos	20	19	TRUE
diuréticas	3	3	TRUE
diurético	6	5	TRUE
div	35	8	FALSE
diva	88	59	TRUE
divaga	10	9	TRUE
divagando	27	26	TRUE
divagar	30	26	TRUE
divagação	3	3	TRUE
divagações	13	11	TRUE
divago	4	4	TRUE
divagou	3	3	TRUE
divas	22	15	TRUE
dive	7	5	FALSE
diver	9	4	FALSE
divergem	11	11	TRUE
divergente	12	10	TRUE
divergentes	13	13	TRUE
divergiam	4	4	TRUE
divergido	3	3	TRUE
divergindo	4	4	TRUE
divergir	5	5	TRUE
divergiram	4	4	TRUE
divergência	31	29	TRUE
divergências	35	34	TRUE
diversa	15	13	TRUE
diversao	9	7	FALSE
diversas	367	312	TRUE
diversidade	139	98	TRUE
diversidades	9	7	TRUE
diversificada	16	16	TRUE
diversificadas	3	3	TRUE
diversificado	8	8	TRUE
diversificados	4	4	TRUE
diversificamos	4	3	TRUE
diversificando	7	7	TRUE
diversificar	32	25	TRUE
diversificação	6	6	TRUE
diversifiquei	3	3	TRUE
diversiva	4	3	TRUE
diverso	17	17	TRUE
diversos	238	214	TRUE
diversão	2459	1756	TRUE
diversões	251	199	TRUE
divertamse	5	5	FALSE
divertase	20	18	FALSE
diverte	327	292	TRUE
divertem	141	137	TRUE
diverteme	5	5	FALSE
divertemse	14	14	FALSE
divertes	9	9	TRUE
divertese	20	19	FALSE
divertete	53	48	FALSE
diverti	387	327	TRUE
divertia	112	111	TRUE
divertiam	32	31	TRUE
divertiame	3	3	FALSE
divertiamos	5	5	FALSE
divertiase	4	3	FALSE
divertida	732	625	TRUE
divertidas	172	151	TRUE
divertido	5403	3171	TRUE
divertidos	167	157	TRUE
divertidíssimo	10	9	TRUE
divertila	4	4	FALSE
divertilo	7	7	FALSE
divertilos	8	8	FALSE
divertime	31	28	FALSE
divertimento	285	234	TRUE
divertimentos	13	12	TRUE
divertimonos	24	24	FALSE
divertimos	351	316	TRUE
divertindo	1721	1355	TRUE
divertindome	11	9	FALSE
divertindose	71	69	FALSE
divertir	2853	2017	TRUE
divertiram	110	107	TRUE
divertiramse	24	24	FALSE
divertirei	10	10	TRUE
divertirem	88	81	TRUE
divertiremos	38	36	TRUE
divertiremse	9	9	FALSE
divertires	5	4	TRUE
divertireste	4	4	FALSE
divertiria	32	32	TRUE
divertirme	41	40	FALSE
divertirmonos	12	11	FALSE
divertirmos	55	54	TRUE
divertirnos	58	49	FALSE
divertirse	134	124	FALSE
divertirte	35	30	FALSE
divertirá	20	20	TRUE
divertirás	3	3	TRUE
divertirão	8	8	TRUE
divertiríamos	10	10	TRUE
divertisse	16	16	TRUE
divertiste	3	3	TRUE
divertistete	15	15	FALSE
divertiu	361	322	TRUE
divertiuse	49	47	FALSE
divertíamonos	4	4	FALSE
divertíamos	48	47	TRUE
divertíssemos	3	3	TRUE
divida	174	151	TRUE
dividam	40	40	TRUE
dividamos	4	4	TRUE
dividamse	17	17	FALSE
dividao	3	3	FALSE
dividaos	5	5	FALSE
dividas	38	28	TRUE
divide	239	221	TRUE
dividem	128	117	TRUE
dividemse	6	6	FALSE
dividendo	6	6	TRUE
dividendos	41	33	TRUE
dividese	9	9	FALSE
dividi	40	40	TRUE
dividia	49	47	TRUE
dividiam	26	22	TRUE
dividida	210	194	TRUE
divididas	44	44	TRUE
dividido	342	300	TRUE
divididos	137	127	TRUE
dividila	33	30	FALSE
dividilas	9	9	FALSE
dividilo	45	43	FALSE
dividilos	23	21	FALSE
dividimonos	5	5	FALSE
dividimos	283	258	TRUE
dividindo	136	129	TRUE
dividindoo	3	3	FALSE
dividir	1491	1213	TRUE
dividiram	60	57	TRUE
dividiramse	4	4	FALSE
dividirei	26	25	TRUE
dividirem	13	13	TRUE
dividiremos	111	101	TRUE
dividiria	29	28	TRUE
dividiriam	7	7	TRUE
dividirmos	37	35	TRUE
dividirnos	9	9	FALSE
dividirse	19	15	FALSE
dividirá	16	16	TRUE
dividirão	26	26	TRUE
dividiríamos	11	11	TRUE
dividisse	11	11	TRUE
dividiu	135	129	TRUE
dividiuo	3	3	FALSE
dividiuse	8	8	FALSE
divido	95	90	TRUE
dividíamos	18	18	TRUE
dividíla	4	4	FALSE
dividílas	3	3	FALSE
dividílo	10	10	FALSE
dividíssemos	3	3	TRUE
divina	796	561	TRUE
divinal	13	13	TRUE
divinamente	46	38	TRUE
divinas	56	52	TRUE
divindade	185	118	TRUE
divindades	21	19	TRUE
divine	55	20	FALSE
divinidade	3	3	FALSE
divinity	8	6	FALSE
divino	681	470	TRUE
divinos	82	65	TRUE
divinéia	16	4	FALSE
divirta	236	212	TRUE
divirtam	134	126	TRUE
divirtame	5	5	FALSE
divirtamse	620	548	FALSE
divirtao	3	3	FALSE
divirtas	5	5	TRUE
divirtase	927	803	FALSE
divirtir	4	4	FALSE
divirto	154	144	TRUE
divirtome	8	8	FALSE
divisa	74	62	TRUE
divisadero	7	3	FALSE
divisao	10	4	FALSE
divisas	64	46	TRUE
division	28	17	FALSE
divisor	14	12	TRUE
divisora	4	4	TRUE
divisão	1683	925	TRUE
divisíveis	3	3	TRUE
divisória	40	38	TRUE
divisórias	10	8	TRUE
divisões	246	167	TRUE
divorcia	28	27	TRUE
divorciada	158	127	TRUE
divorciadas	14	13	TRUE
divorciado	196	169	TRUE
divorciados	147	117	TRUE
divorciam	19	19	TRUE
divorciamos	67	65	TRUE
divorciamse	3	3	FALSE
divorciando	117	99	TRUE
divorciar	299	244	TRUE
divorciaram	101	95	TRUE
divorciaramse	15	15	FALSE
divorciarei	5	5	TRUE
divorciarem	8	7	TRUE
divorciaria	13	12	TRUE
divorciarme	12	11	FALSE
divorciarmos	11	11	TRUE
divorciarse	39	33	FALSE
divorciarte	3	3	FALSE
divorciará	3	3	TRUE
divorciaríamos	3	3	TRUE
divorciasse	8	7	TRUE
divorcie	24	24	TRUE
divorciei	71	65	TRUE
divorcieime	12	11	FALSE
divorciem	7	7	TRUE
divorciese	12	12	FALSE
divorcio	60	36	TRUE
divorciou	141	117	TRUE
divorciouse	23	19	FALSE
divulga	13	13	TRUE
divulgada	34	33	TRUE
divulgadas	23	19	TRUE
divulgado	72	60	TRUE
divulgador	3	3	TRUE
divulgados	28	27	TRUE
divulgam	8	8	TRUE
divulgamos	8	8	TRUE
divulgando	31	29	TRUE
divulgar	180	160	TRUE
divulgaram	12	12	TRUE
divulgarem	3	3	TRUE
divulgaremos	4	4	TRUE
divulgaria	3	3	TRUE
divulgarmos	6	6	TRUE
divulgará	5	5	TRUE
divulgarão	3	3	TRUE
divulgasse	5	5	TRUE
divulgaãão	5	5	FALSE
divulgação	90	78	TRUE
divulgações	8	3	TRUE
divulgo	3	3	TRUE
divulgou	47	40	TRUE
divulgue	26	23	TRUE
divulguei	5	5	TRUE
divulguem	10	10	TRUE
divulgálo	6	6	FALSE
divx	6	5	FALSE
divxnekryxecom	3	3	FALSE
divã	65	38	TRUE
divãrcio	40	20	FALSE
divórcio	1365	777	TRUE
divórcios	67	62	TRUE
diwali	38	16	FALSE
dix	83	13	FALSE
dixar	3	3	FALSE
dixe	3	3	TRUE
dixie	184	64	FALSE
dixieland	28	13	FALSE
dixon	397	72	FALSE
diya	185	3	FALSE
diyarbakir	10	4	FALSE
diz	31981	9203	TRUE
dize	43	35	TRUE
dizei	45	25	TRUE
dizeilhe	8	5	FALSE
dizeime	30	16	FALSE
dizeinos	3	3	FALSE
dizeis	42	23	TRUE
dizela	3	3	FALSE
dizelhe	9	8	FALSE
dizelo	21	19	FALSE
dizem	12222	6114	TRUE
dizeme	18	9	FALSE
dizemlhe	11	11	FALSE
dizemme	47	45	FALSE
dizemnos	14	13	FALSE
dizemos	826	653	TRUE
dizemoslhe	8	8	FALSE
dizemoslhes	6	6	FALSE
dizemse	4	4	FALSE
dizemte	5	5	FALSE
dizen	5	4	FALSE
dizendo	17300	6885	TRUE
dizendolhe	27	27	FALSE
dizendolhes	6	6	FALSE
dizendome	24	23	FALSE
dizendonos	8	8	FALSE
dizendoo	3	3	FALSE
dizendoque	3	3	FALSE
dizendose	6	6	FALSE
dizer	101807	11289	TRUE
dizera	5	5	FALSE
dizeram	9	7	FALSE
dizere	4	4	FALSE
dizerele	4	3	FALSE
dizerem	256	243	TRUE
dizeremme	3	3	FALSE
dizeres	85	74	TRUE
dizeresme	3	3	FALSE
dizereu	7	5	FALSE
dizerihe	82	57	FALSE
dizerihes	24	21	FALSE
dizerjá	3	3	FALSE
dizerlhe	1307	946	FALSE
dizerlhes	324	282	FALSE
dizerlho	6	6	FALSE
dizerlo	3	3	FALSE
dizermas	3	3	FALSE
dizerme	504	396	FALSE
dizermos	52	49	TRUE
dizernos	128	112	FALSE
dizernão	10	10	FALSE
dizerque	6	6	FALSE
dizerse	46	42	FALSE
dizersim	3	3	FALSE
dizerte	375	238	FALSE
dizerto	4	4	FALSE
dizervocê	9	9	FALSE
dizervos	51	45	FALSE
dizeré	5	5	FALSE
dizes	641	396	TRUE
dizeslhe	6	6	FALSE
dizesme	13	13	FALSE
dizesse	3	3	FALSE
dizeste	4	4	FALSE
dizia	4661	2828	TRUE
dizialhe	8	8	FALSE
dizialhes	4	3	FALSE
diziam	1037	775	TRUE
diziame	28	26	FALSE
diziamme	7	7	FALSE
diziamnos	6	6	FALSE
diziamos	5	5	FALSE
dizias	41	36	TRUE
diziase	35	33	FALSE
diziasme	3	3	FALSE
diziate	6	6	FALSE
diziendo	3	3	FALSE
dizihe	31	21	FALSE
dizihes	16	11	FALSE
dizimada	42	41	TRUE
dizimadas	8	7	TRUE
dizimado	22	21	TRUE
dizimados	26	23	TRUE
dizimando	9	9	TRUE
dizimar	21	18	TRUE
dizimaram	4	4	TRUE
dizimou	17	17	TRUE
dizlhe	342	221	FALSE
dizlhes	98	75	FALSE
dizme	836	438	FALSE
diznos	46	37	FALSE
dizo	16	14	FALSE
dizse	151	125	FALSE
dizte	13	13	FALSE
dizzle	3	3	FALSE
dizzy	136	23	FALSE
dizêio	7	7	FALSE
dizêla	24	21	FALSE
dizêlas	15	15	FALSE
dizêlo	346	289	FALSE
dizêlos	11	10	FALSE
dizíamos	100	84	TRUE
diácono	52	26	TRUE
diáconos	11	7	TRUE
diáfano	3	3	TRUE
diáiogo	7	6	FALSE
diáiogos	8	3	FALSE
diálise	38	24	TRUE
diálises	5	3	TRUE
diálogo	269	196	TRUE
diálogos	70	60	TRUE
diária	268	235	TRUE
diáriamente	11	7	FALSE
diárias	130	119	TRUE
diário	1487	741	TRUE
diários	161	140	TRUE
diáspora	9	8	TRUE
diâmetro	129	104	TRUE
diãlogo	16	11	FALSE
diãmetro	3	3	FALSE
diãria	10	9	FALSE
diãrias	6	6	FALSE
diãrio	23	15	FALSE
diãrios	3	3	FALSE
diãxido	6	4	FALSE
diógenes	8	8	FALSE
dióxido	119	67	TRUE
dj	661	261	FALSE
djamel	37	4	FALSE
django	129	14	FALSE
djay	79	3	FALSE
djinn	107	11	FALSE
djinns	37	4	FALSE
djs	41	31	FALSE
dk	4	4	FALSE
dl	18	10	TRUE
dla	99	36	FALSE
dlabo	4	4	FALSE
dlas	28	15	FALSE
dlfícll	7	7	FALSE
dlga	6	6	FALSE
dlnhelro	6	4	FALSE
dlretor	4	4	FALSE
dlreção	3	3	FALSE
dlsse	23	13	FALSE
dlsso	4	3	FALSE
dlstrlto	6	5	FALSE
dlvlsão	5	3	FALSE
dlz	15	11	FALSE
dlzem	5	3	FALSE
dlzendo	3	3	FALSE
dlzer	14	8	FALSE
dlário	7	7	FALSE
dlárlo	4	4	FALSE
dm	6	4	FALSE
dmc	7	3	FALSE
dmitri	177	33	FALSE
dmitrich	23	3	FALSE
dmitry	8	7	FALSE
dmso	7	4	FALSE
dmt	14	5	FALSE
dmv	9	7	FALSE
dmx	3	3	FALSE
dn	4	3	FALSE
dna	1138	497	FALSE
dnas	4	3	FALSE
dnieper	20	7	FALSE
do	394333	12042	TRUE
doa	118	111	TRUE
doada	18	17	TRUE
doadas	8	6	TRUE
doado	44	41	TRUE
doador	193	110	TRUE
doadora	20	18	TRUE
doadoras	3	3	TRUE
doadores	65	49	TRUE
doados	25	22	TRUE
doam	21	20	TRUE
doamos	14	13	TRUE
doan	9	4	FALSE
doando	22	22	TRUE
doar	262	193	TRUE
doaram	20	17	TRUE
doarei	20	18	TRUE
doarem	5	5	TRUE
doaria	5	5	TRUE
doarse	4	4	FALSE
doará	4	4	TRUE
doasse	6	6	TRUE
doava	7	7	TRUE
doavam	7	6	TRUE
doaãão	7	6	FALSE
doação	285	218	TRUE
doações	141	124	TRUE
dobar	8	4	TRUE
dobbin	29	5	FALSE
dobbs	87	20	FALSE
dobby	5	3	FALSE
dobe	33	3	TRUE
doberman	17	16	TRUE
dobermann	8	8	FALSE
dobermans	10	8	TRUE
dobi	17	3	FALSE
dobie	42	4	FALSE
doble	15	5	TRUE
dobra	348	192	TRUE
dobrada	59	51	TRUE
dobradas	30	26	TRUE
dobradinha	19	11	TRUE
dobradinhas	4	3	TRUE
dobradiça	24	16	TRUE
dobradiças	34	27	TRUE
dobrado	172	154	TRUE
dobrador	70	22	TRUE
dobradores	43	13	TRUE
dobrados	29	26	TRUE
dobradura	13	5	TRUE
dobram	37	34	TRUE
dobramos	36	35	TRUE
dobramse	8	8	FALSE
dobrando	84	76	TRUE
dobrar	437	368	TRUE
dobraram	32	30	TRUE
dobrarei	21	20	TRUE
dobrarem	8	8	TRUE
dobraremos	4	4	TRUE
dobraria	15	15	TRUE
dobrarmos	9	9	TRUE
dobrarse	10	9	FALSE
dobrará	15	15	TRUE
dobrarão	6	5	TRUE
dobras	47	38	TRUE
dobrase	6	5	FALSE
dobrate	4	4	FALSE
dobrava	15	14	TRUE
dobravam	7	6	TRUE
dobre	219	190	TRUE
dobrea	3	3	FALSE
dobrei	30	29	TRUE
dobrem	35	30	TRUE
dobreo	4	3	FALSE
dobrese	7	5	FALSE
dobro	1130	914	TRUE
dobrou	106	93	TRUE
dobrouse	4	4	FALSE
dobrynin	3	3	FALSE
dobrála	9	8	FALSE
dobrálo	22	19	FALSE
dobrálos	3	3	FALSE
dobráveis	8	8	TRUE
dobrável	14	13	TRUE
dobrão	11	7	TRUE
dobrões	18	8	TRUE
dobs	17	5	FALSE
dobson	42	9	FALSE
doc	1709	268	FALSE
doca	175	123	TRUE
docas	246	163	TRUE
doce	5568	2987	TRUE
docedeleite	3	3	FALSE
doceira	8	8	TRUE
doceiro	19	5	TRUE
docemente	126	95	TRUE
docente	42	32	TRUE
docentes	13	5	TRUE
doceria	16	14	TRUE
doces	1739	1053	TRUE
docilidade	4	4	TRUE
docinha	11	9	FALSE
docinho	1056	650	TRUE
docinhos	43	38	TRUE
dock	11	9	FALSE
docks	7	4	FALSE
docs	5	5	FALSE
docspt	12	7	FALSE
docteur	4	3	FALSE
doctor	87	63	TRUE
documenta	12	12	TRUE
documentada	21	21	TRUE
documentadas	13	13	TRUE
documentado	52	50	TRUE
documentados	19	18	TRUE
documentais	13	12	TRUE
documental	15	12	TRUE
documentamos	5	4	TRUE
documentando	28	21	TRUE
documentar	81	76	TRUE
documentaram	3	3	TRUE
documentarista	10	10	TRUE
documentaãão	4	4	FALSE
documentação	187	141	TRUE
documentações	6	4	TRUE
documente	3	3	TRUE
documentei	4	4	TRUE
documento	1010	638	TRUE
documentos	2161	1210	TRUE
documentou	8	8	TRUE
documentário	403	231	TRUE
documentários	100	71	TRUE
documentãrio	14	5	FALSE
documentãrios	4	3	FALSE
docura	9	9	FALSE
docê	6	4	FALSE
dod	23	15	FALSE
dodd	64	23	FALSE
dodds	11	6	FALSE
dodecaedro	6	3	TRUE
dodge	440	133	FALSE
dodger	67	12	FALSE
dodgers	94	56	FALSE
dodges	4	4	FALSE
dodo	42	12	TRUE
dodoria	23	7	FALSE
dodson	15	7	FALSE
dodói	17	14	TRUE
dodô	7	6	FALSE
doe	121	69	TRUE
doei	40	35	TRUE
doem	245	215	TRUE
doemme	7	7	FALSE
doenca	10	7	FALSE
doendo	771	597	TRUE
doenitz	4	3	FALSE
doente	8267	4127	TRUE
doentes	1116	824	TRUE
doentia	134	120	TRUE
doentias	25	25	TRUE
doentil	5	3	FALSE
doentio	341	289	TRUE
doentios	24	23	TRUE
doenãa	101	42	FALSE
doenãas	54	17	FALSE
doença	2912	1713	TRUE
doenças	874	572	TRUE
doer	866	739	TRUE
doeram	6	6	TRUE
doerem	17	17	TRUE
doeria	31	31	TRUE
doerá	38	35	TRUE
doerão	3	3	TRUE
does	45	27	TRUE
doesnt	17	13	FALSE
doesse	8	8	TRUE
doessem	3	3	TRUE
doeu	653	524	TRUE
doeume	4	3	FALSE
doeuvre	9	7	FALSE
doeuvres	11	11	FALSE
dog	346	146	FALSE
dogan	3	3	FALSE
dogana	4	3	FALSE
dogboy	7	3	FALSE
doge	11	6	TRUE
dogers	3	3	FALSE
dogg	30	19	FALSE
doggie	5	4	FALSE
doggone	3	3	FALSE
doggy	16	15	FALSE
dogma	54	37	TRUE
dogmas	31	25	TRUE
dogmática	7	6	TRUE
dogmático	9	8	TRUE
dogmáticos	5	4	TRUE
dogpatch	5	3	FALSE
dogs	72	37	FALSE
dogtown	8	3	FALSE
dogue	13	5	TRUE
doh	14	14	FALSE
doha	11	3	FALSE
doherty	38	7	FALSE
dohun	7	3	FALSE
doi	125	77	FALSE
doia	7	7	FALSE
doida	818	631	TRUE
doidas	73	69	TRUE
doideira	53	45	TRUE
doideiras	7	7	TRUE
